wu,wr,wd,wl,au,ar,ad,al,bu,br,bd,bl,dis,direction
356,84,244,516,0,0,1,0,0.0,0.0,0.0,1.0,191.41577782408638,2
364,76,236,524,0,0,1,0,0.0,0.0,0.0,1.0,182.1647605877712,2
372,68,228,532,0,0,1,0,0.0,0.0,0.0,1.0,173.1588865753069,2
380,60,220,540,0,0,1,0,0.0,0.0,0.0,1.0,164.43843832875572,2
388,52,212,548,0,0,1,0,0.0,0.0,0.0,1.0,156.05127362504928,2
396,52,204,548,0,0,1,0,1.0,0.0,0.0,0.0,148.05404418657398,2
404,52,196,548,0,0,1,0,1.0,0.0,0.0,0.0,140.05713120009278,2
412,52,188,548,0,0,1,0,1.0,0.0,0.0,0.0,132.06059215375342,2
420,52,180,548,0,0,1,0,1.0,0.0,0.0,0.0,124.06449935416659,2
428,52,172,548,0,0,1,0,1.0,0.0,0.0,0.0,116.06894502837527,2
436,52,164,548,0,0,1,0,1.0,0.0,0.0,0.0,108.07404868885037,2
444,52,156,548,0,0,1,0,1.0,0.0,0.0,0.0,100.07996802557443,2
452,52,148,548,0,0,1,0,1.0,0.0,0.0,0.0,92.0869154657707,2
460,52,140,548,0,0,1,0,1.0,0.0,0.0,0.0,84.09518416651456,2
468,52,132,548,0,0,1,0,1.0,0.0,0.0,0.0,76.10519036176179,2
476,52,124,548,0,0,1,0,1.0,0.0,0.0,0.0,68.11754546370561,2
484,52,116,548,0,0,1,0,1.0,0.0,0.0,0.0,60.13318551349163,2
492,52,108,548,0,0,1,0,1.0,0.0,0.0,0.0,52.15361924162119,2
500,52,100,548,0,0,1,0,1.0,0.0,0.0,0.0,44.181444068749045,2
508,52,92,548,0,0,1,0,1.0,0.0,0.0,0.0,36.22154055254967,2
516,52,84,548,1,0,0,0,1.0,0.0,0.0,0.0,397.6329966187414,3
508,60,92,540,1,0,0,0,0.0,1.0,0.0,0.0,389.00899732525465,3
500,68,100,532,1,0,0,0,0.0,1.0,0.0,0.0,380.52595180880894,3
492,76,108,524,1,0,0,0,0.0,1.0,0.0,0.0,372.19349806249977,3
484,84,116,516,1,0,0,0,0.0,1.0,0.0,0.0,364.0219773585106,3
476,92,124,508,1,0,0,0,0.0,1.0,0.0,0.0,356.02247120090607,3
468,92,132,508,1,0,0,0,0.0,0.0,1.0,0.0,348.0229877464993,3
460,92,140,508,1,0,0,0,0.0,0.0,1.0,0.0,340.02352859765455,3
452,92,148,508,1,0,0,0,0.0,0.0,1.0,0.0,332.02409551115414,3
444,92,156,508,1,0,0,0,0.0,0.0,1.0,0.0,324.02469041725817,3
436,92,164,508,1,0,0,0,0.0,0.0,1.0,0.0,316.0253154416589,3
428,92,172,508,1,0,0,0,0.0,0.0,1.0,0.0,308.0259729308553,3
420,92,180,508,1,0,0,0,0.0,0.0,1.0,0.0,300.0266654815868,3
412,92,188,508,1,0,0,0,0.0,0.0,1.0,0.0,292.0273959751037,3
404,92,196,508,1,0,0,0,0.0,0.0,1.0,0.0,284.0281676172277,3
396,92,204,508,1,0,0,0,0.0,0.0,1.0,0.0,276.02898398537786,3
388,92,212,508,1,0,0,0,0.0,0.0,1.0,0.0,268.02984908401527,3
380,92,220,508,1,0,0,0,0.0,0.0,1.0,0.0,260.0307674103201,3
372,92,228,508,1,0,0,0,0.0,0.0,1.0,0.0,252.03174403237384,3
364,92,236,508,1,0,0,0,0.0,0.0,1.0,0.0,244.0327846827143,3
356,92,244,508,1,0,0,0,0.0,0.0,1.0,0.0,236.03389587091087,3
348,92,252,508,1,0,0,0,0.0,0.0,1.0,0.0,228.0350850198276,3
340,92,260,508,1,0,0,0,0.0,0.0,1.0,0.0,220.03636063160107,3
332,92,268,508,1,0,0,0,0.0,0.0,1.0,0.0,212.03773249117714,3
324,92,276,508,1,0,0,0,0.0,0.0,1.0,0.0,204.0392119177096,3
316,92,284,508,1,0,0,0,0.0,0.0,1.0,0.0,196.04081207748553,3
308,92,292,508,1,0,0,0,0.0,0.0,1.0,0.0,188.04254837669055,3
300,92,300,508,1,0,0,0,0.0,0.0,1.0,0.0,180.0444389588304,3
292,92,308,508,1,0,0,0,0.0,0.0,1.0,0.0,172.04650534085255,3
284,92,316,508,1,0,0,0,0.0,0.0,1.0,0.0,164.04877323527901,3
276,92,324,508,1,0,0,0,0.0,0.0,1.0,0.0,156.05127362504928,3
268,92,332,508,1,0,0,0,0.0,0.0,1.0,0.0,148.05404418657398,3
260,92,340,508,1,0,0,0,0.0,0.0,1.0,0.0,140.05713120009278,3
252,92,348,508,1,0,0,0,0.0,0.0,1.0,0.0,132.06059215375342,3
244,92,356,508,1,0,0,0,0.0,0.0,1.0,0.0,124.06449935416659,3
236,92,364,508,1,0,0,0,0.0,0.0,1.0,0.0,116.06894502837527,3
228,92,372,508,1,0,0,0,0.0,0.0,1.0,0.0,108.07404868885037,3
220,92,380,508,1,0,0,0,0.0,0.0,1.0,0.0,100.07996802557443,3
212,92,388,508,1,0,0,0,0.0,0.0,1.0,0.0,92.0869154657707,3
204,92,396,508,1,0,0,0,0.0,0.0,1.0,0.0,84.09518416651456,3
196,92,404,508,1,0,0,0,0.0,0.0,1.0,0.0,76.10519036176179,3
188,92,412,508,1,0,0,0,0.0,0.0,1.0,0.0,68.11754546370561,3
180,92,420,508,1,0,0,0,0.0,0.0,1.0,0.0,60.13318551349163,3
172,92,428,508,1,0,0,0,0.0,0.0,1.0,0.0,52.15361924162119,3
164,92,436,508,1,0,0,0,0.0,0.0,1.0,0.0,44.181444068749045,3
156,92,444,508,1,0,0,0,0.0,0.0,1.0,0.0,36.22154055254967,3
148,92,452,508,0,0,1,0,0.0,0.0,1.0,0.0,413.5698248180106,2
156,100,444,500,0,0,1,0,0.0,1.0,0.0,0.0,404.96913462633177,2
164,108,436,492,0,0,1,0,0.0,1.0,0.0,0.0,396.50472884948044,2
172,116,428,484,0,0,1,0,0.0,1.0,0.0,0.0,388.1855226563711,2
180,124,420,476,0,0,1,0,0.0,1.0,0.0,0.0,380.0210520484359,2
188,132,412,468,1,0,0,0,0.0,1.0,0.0,0.0,372.0215047547655,2
188,140,412,460,1,0,0,0,0.0,1.0,0.0,0.0,364.0219773585106,2
188,148,412,452,1,0,0,0,0.0,1.0,0.0,0.0,356.02247120090607,2
188,156,412,444,1,0,0,0,0.0,1.0,0.0,0.0,348.0229877464993,2
188,164,412,436,1,0,0,0,0.0,1.0,0.0,0.0,340.02352859765455,2
188,172,412,428,1,0,0,0,0.0,1.0,0.0,0.0,332.02409551115414,2
188,180,412,420,1,0,0,0,0.0,1.0,0.0,0.0,324.02469041725817,2
188,188,412,412,1,0,0,0,0.0,1.0,0.0,0.0,316.0253154416589,2
188,196,412,404,1,0,0,0,0.0,1.0,0.0,0.0,308.0259729308553,2
188,204,412,396,1,0,0,0,0.0,1.0,0.0,0.0,300.0266654815868,2
188,212,412,388,1,0,0,0,0.0,1.0,0.0,0.0,292.0273959751037,2
188,220,412,380,1,0,0,0,0.0,1.0,0.0,0.0,284.0281676172277,2
188,228,412,372,1,0,0,0,0.0,1.0,0.0,0.0,276.02898398537786,2
188,236,412,364,1,0,0,0,0.0,1.0,0.0,0.0,268.02984908401527,2
188,244,412,356,1,0,0,0,0.0,1.0,0.0,0.0,260.0307674103201,2
188,252,412,348,1,0,0,0,0.0,1.0,0.0,0.0,252.03174403237384,2
188,260,412,340,1,0,0,0,0.0,1.0,0.0,0.0,244.0327846827143,2
188,268,412,332,1,0,0,0,0.0,1.0,0.0,0.0,236.03389587091087,2
188,276,412,324,1,0,0,0,0.0,1.0,0.0,0.0,228.0350850198276,2
188,284,412,316,1,0,0,0,0.0,1.0,0.0,0.0,220.03636063160107,2
188,292,412,308,1,0,0,0,0.0,1.0,0.0,0.0,212.03773249117714,2
188,300,412,300,1,0,0,0,0.0,1.0,0.0,0.0,204.0392119177096,2
188,308,412,292,1,0,0,0,0.0,1.0,0.0,0.0,196.04081207748553,2
188,316,412,284,1,0,0,0,0.0,1.0,0.0,0.0,188.04254837669055,2
188,324,412,276,1,0,0,0,0.0,1.0,0.0,0.0,180.0444389588304,2
188,332,412,268,1,0,0,0,0.0,1.0,0.0,0.0,172.04650534085255,2
188,340,412,260,1,0,0,0,0.0,1.0,0.0,0.0,164.04877323527901,2
188,348,412,252,1,0,0,0,0.0,1.0,0.0,0.0,156.05127362504928,2
188,356,412,244,1,0,0,0,0.0,1.0,0.0,0.0,148.05404418657398,2
188,364,412,236,1,0,0,0,0.0,1.0,0.0,0.0,140.05713120009278,2
188,372,412,228,1,0,0,0,0.0,1.0,0.0,0.0,132.06059215375342,2
188,380,412,220,1,0,0,0,0.0,1.0,0.0,0.0,124.06449935416659,2
188,388,412,212,1,0,0,0,0.0,1.0,0.0,0.0,116.06894502837527,2
188,396,412,204,1,0,0,0,0.0,1.0,0.0,0.0,108.07404868885037,2
188,404,412,196,1,0,0,0,0.0,1.0,0.0,0.0,100.07996802557443,2
188,412,412,188,1,0,0,0,0.0,1.0,0.0,0.0,92.0869154657707,2
188,420,412,180,1,0,0,0,0.0,1.0,0.0,0.0,84.09518416651456,2
188,428,412,172,1,0,0,0,0.0,1.0,0.0,0.0,76.10519036176179,2
188,436,412,164,1,0,0,0,0.0,1.0,0.0,0.0,68.11754546370561,2
188,444,412,156,1,0,0,0,0.0,1.0,0.0,0.0,60.13318551349163,2
188,452,412,148,1,0,0,0,0.0,1.0,0.0,0.0,52.15361924162119,2
188,460,412,140,1,0,0,0,0.0,1.0,0.0,0.0,44.181444068749045,2
188,468,412,132,1,0,0,0,0.0,1.0,0.0,0.0,36.22154055254967,2
188,476,412,124,0,0,1,0,0.0,1.0,0.0,0.0,248.70866490735702,2
196,468,404,132,0,0,1,0,1.0,0.0,0.0,0.0,237.92435772740882,2
204,460,396,140,0,0,1,0,1.0,0.0,0.0,0.0,227.19154913860683,2
212,452,388,148,0,0,1,0,1.0,0.0,0.0,0.0,216.51789764358972,2
220,444,380,156,0,0,1,0,1.0,0.0,0.0,0.0,205.91260281974002,2
228,436,372,164,0,0,1,0,1.0,0.0,0.0,0.0,195.386795869117,2
236,428,364,172,0,0,1,0,1.0,0.0,0.0,0.0,184.95404834715026,2
244,420,356,180,0,0,1,0,1.0,0.0,0.0,0.0,174.63103962354458,2
252,412,348,188,0,0,1,0,1.0,0.0,0.0,0.0,164.43843832875572,2
260,404,340,196,0,0,1,0,1.0,0.0,0.0,0.0,154.40207252495026,2
268,396,332,204,0,0,1,0,1.0,0.0,0.0,0.0,144.55448799674122,2
276,388,324,212,0,0,1,0,1.0,0.0,0.0,0.0,134.937022347464,2
284,380,316,220,0,0,1,0,1.0,0.0,0.0,0.0,125.60254774486066,2
292,372,308,228,0,0,1,0,1.0,0.0,0.0,0.0,116.61903789690601,2
300,364,300,236,0,0,1,0,1.0,0.0,0.0,0.0,108.07404868885037,2
308,356,292,244,1,0,0,0,1.0,0.0,0.0,0.0,100.07996802557443,2
308,348,292,252,1,0,0,0,0.0,0.0,0.0,1.0,92.0869154657707,2
308,340,292,260,1,0,0,0,0.0,0.0,0.0,1.0,84.09518416651456,2
308,332,292,268,1,0,0,0,0.0,0.0,0.0,1.0,76.10519036176179,2
308,324,292,276,1,0,0,0,0.0,0.0,0.0,1.0,68.11754546370561,2
308,316,292,284,1,0,0,0,0.0,0.0,0.0,1.0,60.13318551349163,2
308,308,292,292,1,0,0,0,0.0,0.0,0.0,1.0,52.15361924162119,2
308,300,292,300,1,0,0,0,0.0,0.0,0.0,1.0,44.181444068749045,2
308,292,292,308,1,0,0,0,0.0,0.0,0.0,1.0,36.22154055254967,2
308,284,292,316,0,0,1,0,0.0,0.0,0.0,1.0,265.63132345414385,2
316,276,284,324,0,0,1,0,1.0,0.0,0.0,0.0,255.5621255194126,2
324,268,276,332,0,0,1,0,1.0,0.0,0.0,0.0,245.60130292814003,2
332,260,268,340,0,0,1,0,1.0,0.0,0.0,0.0,235.762592452662,2
340,252,260,348,0,0,1,0,1.0,0.0,0.0,0.0,226.06193841511666,2
348,244,252,356,0,0,1,0,1.0,0.0,0.0,0.0,216.51789764358972,2
356,236,244,364,0,0,1,0,1.0,0.0,0.0,0.0,207.15211801958483,2
364,228,236,372,0,0,1,0,1.0,0.0,0.0,0.0,197.9898987322333,2
372,220,228,380,0,0,1,0,1.0,0.0,0.0,0.0,189.06083676954358,2
380,212,220,388,0,0,1,0,1.0,0.0,0.0,0.0,180.3995565404749,2
388,204,212,396,0,0,1,0,1.0,0.0,0.0,0.0,172.04650534085255,2
396,204,204,396,0,0,1,0,1.0,0.0,0.0,0.0,164.04877323527901,2
404,204,196,396,0,0,1,0,1.0,0.0,0.0,0.0,156.05127362504928,2
412,204,188,396,0,0,1,0,1.0,0.0,0.0,0.0,148.05404418657398,2
420,204,180,396,0,0,1,0,1.0,0.0,0.0,0.0,140.05713120009278,2
428,204,172,396,0,0,1,0,1.0,0.0,0.0,0.0,132.06059215375342,2
436,204,164,396,0,0,1,0,1.0,0.0,0.0,0.0,124.06449935416659,2
444,204,156,396,0,0,1,0,1.0,0.0,0.0,0.0,116.06894502837527,2
452,204,148,396,0,0,1,0,1.0,0.0,0.0,0.0,108.07404868885037,2
460,204,140,396,0,0,1,0,1.0,0.0,0.0,0.0,100.07996802557443,2
468,204,132,396,0,0,1,0,1.0,0.0,0.0,0.0,92.0869154657707,2
476,204,124,396,0,0,1,0,1.0,0.0,0.0,0.0,84.09518416651456,2
484,204,116,396,0,0,1,0,1.0,0.0,0.0,0.0,76.10519036176179,2
492,204,108,396,0,0,1,0,1.0,0.0,0.0,0.0,68.11754546370561,2
500,204,100,396,0,0,1,0,1.0,0.0,0.0,0.0,60.13318551349163,2
508,204,92,396,0,0,1,0,1.0,0.0,0.0,0.0,52.15361924162119,2
516,204,84,396,0,0,1,0,1.0,0.0,0.0,0.0,44.181444068749045,2
524,204,76,396,0,0,1,0,1.0,0.0,0.0,0.0,36.22154055254967,2
532,204,68,396,1,0,0,0,1.0,0.0,0.0,0.0,331.058907144937,3
524,212,76,388,1,0,0,0,0.0,1.0,0.0,0.0,320.24990241996954,3
516,220,84,380,1,0,0,0,0.0,1.0,0.0,0.0,309.4769781421552,3
508,228,92,372,1,0,0,0,0.0,1.0,0.0,0.0,298.74403759740545,3
500,236,100,364,1,0,0,0,0.0,1.0,0.0,0.0,288.05555019822134,3
492,244,108,356,1,0,0,0,0.0,1.0,0.0,0.0,277.41665415039523,3
484,252,116,348,1,0,0,0,0.0,1.0,0.0,0.0,266.8332812825267,3
476,260,124,340,1,0,0,0,0.0,1.0,0.0,0.0,256.3123094976127,3
468,268,132,332,1,0,0,0,0.0,1.0,0.0,0.0,245.86174977006894,3
460,276,140,324,1,0,0,0,0.0,1.0,0.0,0.0,235.49097647256042,3
452,284,148,316,1,0,0,0,0.0,1.0,0.0,0.0,225.21101216414795,3
444,292,156,308,1,0,0,0,0.0,1.0,0.0,0.0,215.0348808914498,3
436,300,164,300,1,0,0,0,0.0,1.0,0.0,0.0,204.9780476051033,3
428,308,172,292,1,0,0,0,0.0,1.0,0.0,0.0,195.05896544378575,3
420,316,180,284,1,0,0,0,0.0,1.0,0.0,0.0,185.29975715040752,3
412,324,188,276,1,0,0,0,0.0,1.0,0.0,0.0,175.72706109191037,3
404,332,196,268,1,0,0,0,0.0,1.0,0.0,0.0,166.37307474468338,3
396,340,204,260,1,0,0,0,0.0,1.0,0.0,0.0,157.2768260107,3
388,348,212,252,1,0,0,0,0.0,1.0,0.0,0.0,148.48568954616468,3
380,356,220,244,1,0,0,0,0.0,1.0,0.0,0.0,140.05713120009278,2
380,364,220,236,1,0,0,0,0.0,1.0,0.0,0.0,132.06059215375342,2
380,372,220,228,1,0,0,0,0.0,1.0,0.0,0.0,124.06449935416659,2
380,380,220,220,1,0,0,0,0.0,1.0,0.0,0.0,116.06894502837527,2
380,388,220,212,1,0,0,0,0.0,1.0,0.0,0.0,108.07404868885037,2
380,396,220,204,1,0,0,0,0.0,1.0,0.0,0.0,100.07996802557443,2
380,404,220,196,1,0,0,0,0.0,1.0,0.0,0.0,92.0869154657707,2
380,412,220,188,1,0,0,0,0.0,1.0,0.0,0.0,84.09518416651456,2
380,420,220,180,1,0,0,0,0.0,1.0,0.0,0.0,76.10519036176179,2
380,428,220,172,1,0,0,0,0.0,1.0,0.0,0.0,68.11754546370561,2
380,436,220,164,1,0,0,0,0.0,1.0,0.0,0.0,60.13318551349163,2
380,444,220,156,1,0,0,0,0.0,1.0,0.0,0.0,52.15361924162119,2
380,452,220,148,1,0,0,0,0.0,1.0,0.0,0.0,44.181444068749045,2
380,460,220,140,1,0,0,0,0.0,1.0,0.0,0.0,36.22154055254967,2
380,468,220,132,1,0,0,0,0.0,1.0,0.0,0.0,76.94153624668537,0
372,460,228,140,1,0,0,0,0.0,0.0,1.0,0.0,68.11754546370561,3
364,460,236,140,1,0,0,0,0.0,0.0,1.0,0.0,60.13318551349163,3
356,460,244,140,1,0,0,0,0.0,0.0,1.0,0.0,52.15361924162119,3
348,460,252,140,1,0,0,0,0.0,0.0,1.0,0.0,44.181444068749045,3
340,460,260,140,1,0,0,0,0.0,0.0,1.0,0.0,36.22154055254967,3
332,460,268,140,1,0,0,0,0.0,0.0,1.0,0.0,241.66091947189145,3
324,468,276,132,1,0,0,0,0.0,0.0,1.0,0.0,231.10170921046864,3
316,476,284,124,1,0,0,0,0.0,1.0,0.0,0.0,220.61731573020282,3
308,484,292,116,1,0,0,0,0.0,1.0,0.0,0.0,210.2189334955346,3
300,492,300,108,1,0,0,0,0.0,1.0,0.0,0.0,199.9199839935968,3
292,500,308,100,1,0,0,0,0.0,1.0,0.0,0.0,189.73665961010275,3
284,508,316,92,1,0,0,0,0.0,1.0,0.0,0.0,179.6886195617296,3
276,516,324,84,1,0,0,0,0.0,1.0,0.0,0.0,169.799882214329,3
268,524,332,76,1,0,0,0,0.0,1.0,0.0,0.0,160.099968769516,3
260,532,340,68,1,0,0,0,0.0,1.0,0.0,0.0,150.62536307010186,3
252,540,348,60,1,0,0,0,0.0,1.0,0.0,0.0,141.4213562373095,3
244,548,356,52,1,0,0,0,0.0,1.0,0.0,0.0,132.54433220624713,3
236,556,364,44,1,0,0,0,0.0,1.0,0.0,0.0,124.06449935416659,3
228,564,372,36,1,0,0,0,0.0,1.0,0.0,0.0,116.06894502837527,3
220,564,380,36,1,0,0,0,0.0,0.0,1.0,0.0,108.07404868885037,3
212,564,388,36,1,0,0,0,0.0,0.0,1.0,0.0,100.07996802557443,3
204,564,396,36,1,0,0,0,0.0,0.0,1.0,0.0,92.0869154657707,3
196,564,404,36,1,0,0,0,0.0,0.0,1.0,0.0,84.09518416651456,3
188,564,412,36,1,0,0,0,0.0,0.0,1.0,0.0,76.10519036176179,3
180,564,420,36,1,0,0,0,0.0,0.0,1.0,0.0,68.11754546370561,3
172,564,428,36,1,0,0,0,0.0,0.0,1.0,0.0,60.13318551349163,3
164,564,436,36,1,0,0,0,0.0,0.0,1.0,0.0,52.15361924162119,3
156,564,444,36,1,0,0,0,0.0,0.0,1.0,0.0,44.181444068749045,3
148,564,452,36,1,0,0,0,0.0,0.0,1.0,0.0,36.22154055254967,3
140,564,460,36,0,0,1,0,0.0,0.0,1.0,0.0,245.60130292814003,2
148,556,452,44,0,0,1,0,0.0,0.0,0.0,1.0,235.762592452662,2
156,548,444,52,0,0,1,0,0.0,0.0,0.0,1.0,226.06193841511666,2
164,540,436,60,0,0,1,0,0.0,0.0,0.0,1.0,216.51789764358972,2
172,532,428,68,0,0,1,0,0.0,0.0,0.0,1.0,207.15211801958483,2
180,524,420,76,0,0,1,0,0.0,0.0,0.0,1.0,197.9898987322333,2
188,516,412,84,0,0,1,0,0.0,0.0,0.0,1.0,189.06083676954358,2
196,508,404,92,0,0,1,0,0.0,0.0,0.0,1.0,180.3995565404749,2
204,500,396,100,0,0,1,0,0.0,0.0,0.0,1.0,172.04650534085255,2
212,500,388,100,0,0,1,0,1.0,0.0,0.0,0.0,164.04877323527901,2
220,500,380,100,0,0,1,0,1.0,0.0,0.0,0.0,156.05127362504928,2
228,500,372,100,0,0,1,0,1.0,0.0,0.0,0.0,148.05404418657398,2
236,500,364,100,0,0,1,0,1.0,0.0,0.0,0.0,140.05713120009278,2
244,500,356,100,0,0,1,0,1.0,0.0,0.0,0.0,132.06059215375342,2
252,500,348,100,0,0,1,0,1.0,0.0,0.0,0.0,124.06449935416659,2
260,500,340,100,0,0,1,0,1.0,0.0,0.0,0.0,116.06894502837527,2
268,500,332,100,0,0,1,0,1.0,0.0,0.0,0.0,108.07404868885037,2
276,500,324,100,0,0,1,0,1.0,0.0,0.0,0.0,100.07996802557443,2
284,500,316,100,0,0,1,0,1.0,0.0,0.0,0.0,92.0869154657707,2
292,500,308,100,0,0,1,0,1.0,0.0,0.0,0.0,84.09518416651456,2
300,500,300,100,0,0,1,0,1.0,0.0,0.0,0.0,76.10519036176179,2
308,500,292,100,0,0,1,0,1.0,0.0,0.0,0.0,68.11754546370561,2
316,500,284,100,0,0,1,0,1.0,0.0,0.0,0.0,60.13318551349163,2
324,500,276,100,0,0,1,0,1.0,0.0,0.0,0.0,52.15361924162119,2
332,500,268,100,0,0,1,0,1.0,0.0,0.0,0.0,44.181444068749045,2
340,500,260,100,0,0,1,0,1.0,0.0,0.0,0.0,36.22154055254967,2
348,500,252,100,1,0,0,0,1.0,0.0,0.0,0.0,160.099968769516,3
340,508,260,92,1,0,0,0,0.0,1.0,0.0,0.0,150.62536307010186,3
332,516,268,84,1,0,0,0,0.0,1.0,0.0,0.0,141.4213562373095,3
324,524,276,76,1,0,0,0,0.0,1.0,0.0,0.0,132.54433220624713,3
316,532,284,68,1,0,0,0,0.0,1.0,0.0,0.0,124.06449935416659,3
308,540,292,60,1,0,0,0,0.0,1.0,0.0,0.0,116.06894502837527,3
300,540,300,60,1,0,0,0,0.0,0.0,1.0,0.0,108.07404868885037,3
292,540,308,60,1,0,0,0,0.0,0.0,1.0,0.0,100.07996802557443,3
284,540,316,60,1,0,0,0,0.0,0.0,1.0,0.0,92.0869154657707,3
276,540,324,60,1,0,0,0,0.0,0.0,1.0,0.0,84.09518416651456,3
268,540,332,60,1,0,0,0,0.0,0.0,1.0,0.0,76.10519036176179,3
260,540,340,60,1,0,0,0,0.0,0.0,1.0,0.0,68.11754546370561,3
252,540,348,60,1,0,0,0,0.0,0.0,1.0,0.0,60.13318551349163,3
244,540,356,60,1,0,0,0,0.0,0.0,1.0,0.0,52.15361924162119,3
236,540,364,60,1,0,0,0,0.0,0.0,1.0,0.0,44.181444068749045,3
228,540,372,60,1,0,0,0,0.0,0.0,1.0,0.0,36.22154055254967,3
220,540,380,60,0,0,1,0,0.0,0.0,1.0,0.0,489.2770176495111,2
228,532,372,68,0,0,1,0,0.0,0.0,0.0,1.0,478.1631520725954,2
236,524,364,76,0,0,1,0,0.0,0.0,0.0,1.0,467.0588827974477,2
244,516,356,84,0,0,1,0,0.0,0.0,0.0,1.0,455.96491093065487,2
252,508,348,92,0,0,1,0,0.0,0.0,0.0,1.0,444.88200682877704,2
260,500,340,100,0,0,1,0,0.0,0.0,0.0,1.0,433.81101876277876,2
268,492,332,108,0,0,1,0,0.0,0.0,0.0,1.0,422.7528828996912,2
276,484,324,116,0,0,1,0,0.0,0.0,0.0,1.0,411.708634837794,2
284,476,316,124,0,0,1,0,0.0,0.0,0.0,1.0,400.6794229805169,2
292,468,308,132,0,0,1,0,0.0,0.0,0.0,1.0,389.6665240946417,2
300,460,300,140,0,0,1,0,0.0,0.0,0.0,1.0,378.67136147324373,2
308,452,292,148,0,0,1,0,0.0,0.0,0.0,1.0,367.6955262170047,2
316,444,284,156,0,0,1,0,0.0,0.0,0.0,1.0,356.7408022640528,2
324,436,276,164,0,0,1,0,0.0,0.0,0.0,1.0,345.80919594481577,2
332,428,268,172,0,0,1,0,0.0,0.0,0.0,1.0,334.90297102295165,2
340,420,260,180,0,0,1,0,0.0,0.0,0.0,1.0,324.02469041725817,2
348,412,252,188,0,0,1,0,0.0,0.0,0.0,1.0,313.1772660970141,2
356,404,244,196,0,0,1,0,0.0,0.0,0.0,1.0,302.3640190234281,2
364,396,236,204,0,0,1,0,0.0,0.0,0.0,1.0,291.58875149772155,2
372,388,228,212,0,0,1,0,0.0,0.0,0.0,1.0,280.8558349046713,2
380,380,220,220,0,0,1,0,0.0,0.0,0.0,1.0,270.1703166522925,2
388,372,212,228,0,0,1,0,1.0,0.0,0.0,0.0,259.53805116013336,2
396,364,204,236,0,0,1,0,1.0,0.0,0.0,0.0,248.96586111352696,2
404,356,196,244,0,0,1,0,1.0,0.0,0.0,0.0,238.46173697262208,2
412,348,188,252,0,0,1,0,1.0,0.0,0.0,0.0,228.0350850198276,2
420,340,180,260,0,0,1,0,1.0,0.0,0.0,0.0,217.69703718700444,2
428,332,172,268,0,0,1,0,1.0,0.0,0.0,0.0,207.46083967823904,2
436,324,164,276,0,0,1,0,1.0,0.0,0.0,0.0,197.34234213670416,2
444,316,156,284,0,0,1,0,1.0,0.0,0.0,0.0,187.3606148580859,2
452,308,148,292,0,0,1,0,1.0,0.0,0.0,0.0,177.53872816937718,2
460,300,140,300,0,0,1,0,1.0,0.0,0.0,0.0,167.90473489452285,2
468,292,132,308,0,0,1,0,1.0,0.0,0.0,0.0,158.4929020492716,2
476,284,124,316,0,0,1,0,1.0,0.0,0.0,0.0,149.34523762075577,2
484,276,116,324,0,0,1,0,1.0,0.0,0.0,0.0,140.51334456200237,2
492,268,108,332,0,0,1,0,1.0,0.0,0.0,0.0,132.06059215375342,2
500,260,100,340,1,0,0,0,1.0,0.0,0.0,0.0,124.06449935416659,2
500,252,100,348,1,0,0,0,0.0,0.0,0.0,1.0,116.06894502837527,2
500,244,100,356,1,0,0,0,0.0,0.0,0.0,1.0,108.07404868885037,2
500,236,100,364,1,0,0,0,0.0,0.0,0.0,1.0,100.07996802557443,2
500,228,100,372,1,0,0,0,0.0,0.0,0.0,1.0,92.0869154657707,2
500,220,100,380,1,0,0,0,0.0,0.0,0.0,1.0,84.09518416651456,2
500,212,100,388,1,0,0,0,0.0,0.0,0.0,1.0,76.10519036176179,2
500,204,100,396,1,0,0,0,0.0,0.0,0.0,1.0,68.11754546370561,2
500,196,100,404,1,0,0,0,0.0,0.0,0.0,1.0,60.13318551349163,2
500,188,100,412,1,0,0,0,0.0,0.0,0.0,1.0,52.15361924162119,2
500,180,100,420,1,0,0,0,0.0,0.0,0.0,1.0,44.181444068749045,2
500,172,100,428,1,0,0,0,0.0,0.0,0.0,1.0,36.22154055254967,2
500,164,100,436,1,0,0,0,0.0,0.0,0.0,1.0,463.34436437707967,3
492,172,108,428,1,0,0,0,0.0,0.0,1.0,0.0,452.5836939174897,3
484,180,116,420,1,0,0,0,0.0,0.0,1.0,0.0,441.8506535018365,3
476,188,124,412,1,0,0,0,0.0,0.0,1.0,0.0,431.1473066134126,3
468,196,132,404,1,0,0,0,0.0,0.0,1.0,0.0,420.47592083257274,3
460,204,140,396,1,0,0,0,0.0,0.0,1.0,0.0,409.83899277643167,3
452,212,148,388,1,0,0,0,0.0,0.0,1.0,0.0,399.23927662493327,3
444,220,156,380,1,0,0,0,0.0,0.0,1.0,0.0,388.6798168158465,3
436,228,164,372,1,0,0,0,0.0,0.0,1.0,0.0,378.16398559355173,3
428,236,172,364,1,0,0,0,0.0,0.0,1.0,0.0,367.6955262170047,3
420,244,180,356,1,0,0,0,0.0,0.0,1.0,0.0,357.2786027738017,3
412,252,188,348,1,0,0,0,0.0,0.0,1.0,0.0,346.9178577127444,3
404,260,196,340,1,0,0,0,0.0,0.0,1.0,0.0,336.6184783995079,3
396,268,204,332,1,0,0,0,0.0,0.0,1.0,0.0,326.38627422120555,3
